u_nickname,u_url,m_content,m_content_url,m_content_id,m_images,m_videos,r_comment_num,g_publish_time,r_like_num,r_trans_num,verified,u_id,u_desc,u_fans,u_follow,u_login_time,u_area
David Lammy,https://twitter.com/DavidLammy,"This @guardian editorial is spot on. Tougher measures announced last night are welcome. But we should have learned lessons from China, South Korea and Italy by enforcing them much earlier. Tragically, we are now playing catch up on #Covid_19
https://t.co/fADlPaUqJj",,1241292837431410695,,,428,2020-03-21 17:17:29,837,279,1,18020612,"Labour MP for Tottenham. Shadow Lord Chancellor and Shadow Secretary of State for Justice. Recently wrote a new book, Tribes. Spurs fan #COYS.",691078,4886,2008-12-10 22:53:54,Tottenham
James Hasson,https://twitter.com/JamesHasson20,"This @nytimes story lauding China¡¯s ¡°humanitarian efforts¡± to combat the pandemic that it started may as well have been written by the communist party.

It only admits that China is actually *selling* medical equipment to Italy in paragraph 28.

https://t.co/J9MzfyJqYK https://t.co/6hzyUg6vO3",,1240429555120300037,"['http://pbs.twimg.com/media/ETbiab0WAAcs25t.jpg', 'http://pbs.twimg.com/media/ETbieSDXsAIsqOW.jpg', 'http://pbs.twimg.com/media/ETbihcmXQAMAV2Y.jpg', 'http://pbs.twimg.com/media/ETbihcpWsAArTie.jpg']",,144,2020-03-19 08:07:06,2584,1157,0,8.80801E+17,Catholic. Afghanistan Veteran. Attorney. I write things sometimes. Author of Stand Down: https://t.co/ksc0ve2PMs,32764,536,2017-06-30 22:51:54,Washington D.C.
Andile Lungisa,https://twitter.com/mrlungisa,This Covid crisis and the devastation it has brought to our communities and economy could have been avoided if we had closed the borders from China and Western Europe in February as some of us had suggested. But the New Dawn is all knowing. https://t.co/0OaW2bqwM6,,1343510598764658688,['http://pbs.twimg.com/media/EqUbw2HXMAE2gXB.jpg'],,293,2020-12-28 18:54:22,645,141,0,617406371,"Leader of Men. Measured, fortitude and a keen grasp of historical waves. Last of a dying breed.",70399,253,2012-06-25 03:39:46,
Francis Baraan IV,https://twitter.com/MrFrankBaraan,"This Mocha pregnancy issue might just be another ruse to divert attention away from Philhealth P15B scandal, rising number of COVID-19 cases, &amp; lack of transparency on the gov't's Sinovac deal w/ China.

Huwag basta-basta maniwala sa chismis¡ªbaka fake news na naman na pakulo ito.",,1352278433384992768,,,251,2021-01-21 23:34:37,10387,2514,1,486191342,"Human Rights Defender | Mental Health, LGBT Advocate | Hotelier | Entrepreneur | Columist @thephilbiznews, @squeezeph | GM @sirombeachhouse | 2020 TOYM Finalist",111707,61393,2012-02-08 09:14:06,Republic of the Philippines
Nancy Pelosi,https://twitter.com/SpeakerPelosi,This President has been practically the biggest failure in American history. The Trump Virus is rolling through the country. Just imagine how many lives could have been saved if the tests he calls ¡°overrated¡± had been widely available months ago. #TheReidOut,,1286447704567160832,,,21255,2020-07-24 07:46:48,98674,22175,1,15764644,"Speaker of the House, focused on strengthening America's middle class and creating jobs; mother, grandmother, dark chocolate connoisseur.",6988245,362,2008-08-07 23:35:02,San Francisco
Scott Morrison,https://twitter.com/ScottMorrisonMP,"This afternoon I was briefed by the Chief Medical Officer Prof Brendan Murphy on the coronavirus detected in China¡¯s Wuhan area. The CMO has advised that while the current risk level is low, precautions are being taken to protect Australians.",,1219499072375017474,,,472,2020-01-21 13:56:50,620,111,1,34116377,"Prime Minister of Australia and Federal Member for Cook. Authorised by S. Morrison, Liberal Party of Australia, Canberra.",529033,1727,2009-04-22 08:51:17,"Canberra, Australia"
Lijian Zhao ÕÔÁ¢¼á,https://twitter.com/zlj517,This article is very much important to each and every one of us. Please read and retweet it. COVID-19: Further Evidence that the Virus Originated in the US. https://t.co/LPanIo40MR,,1238269193427906560,,,10185,2020-03-13 09:02:36,18490,11591,1,141627220,"Spokesman & DDG, Information Department, Foreign Ministry, China. @MFA_China @SpokespersonCHN YouTube https://t.co/owWGn7HxYe Facebook https://t.co/Mkd9zCNrkU",879845,175041,2010-05-08 23:38:36,"Beijing, China"
Lee Zeldin,https://twitter.com/RepLeeZeldin,"This coronavirus came from China. 

That¡¯s not racist. That¡¯s just a fact. 

It¡¯s critical to study &amp; understand where this global pandemic #COVID19 originated. 

The shame &amp; guilt should only be if we ignore facts, not for ID¡¯ing facts.",,1238312534395977729,,,1081,2020-03-13 11:54:49,18584,5112,1,2750127259,Proudly representing New York's First Congressional District.,289513,2001,2014-08-21 03:25:47,
Alison Greene,https://twitter.com/GrassrootsSpeak,"This feels like a tipping point for me.
My soul is crushed.
-Jan 3rd CDC notifies Alex Azar that COVID-19 will be bad
-Feb 7th Pompeo announces the US is donating 17.8 tons ($100M) of medical supplies to China (Masks &amp; Ventilators)
-NY has received 2% of the supplies it requested",,1244111392136990720,,,385,2020-03-29 11:57:25,10715,5830,0,2983250529,I don't take information as fact without question. Nor do I question without reviewing facts. I'm woke & I'm not going back to sleep. Fan of critical thinking.,108326,65967,2015-01-18 07:43:30,NYC
Avi Yemini ,https://twitter.com/OzraeliAvi,"This footage is not from communist China. It's not from Iran or any other authoritarian state.

This footage is from Melbourne, Australia.

Because cORonAvIrUS.

Let that sink in. https://t.co/iboRXYja4M",,1291707393076686848,['http://pbs.twimg.com/amplify_video_thumb/1291242234101170176/img/TfZNPG0iuwwbTcVy.jpg'],https://twitter.com/newscomauHQ/status/1291267767522533379/video/1,365,2020-08-07 20:06:55,1696,905,0,97054224,Chief Oz correspondent for @RebelNewsOnline. In charge of telling the other side of the story down under.,121585,890,2009-12-16 04:23:03,"Melbourne, Victoria"
Congress,https://twitter.com/INCIndia,"This government is incapable of handling any crisis that our nation faces today, be it China¡¯s continued incursion of Ladakh or the COVID crisis it had promised to end in 21 days.

India has yet again recorded its biggest surge in number of coronavirus cases in last 24 hours. https://t.co/rbh9NQntX8",,1277154518397050882,['http://pbs.twimg.com/media/EblWe0zUMAAmrnV.jpg'],,114,2020-06-28 16:19:00,879,373,1,1153045459,The Official Twitter Account of India's Most Vibrant Political Movement - The Indian National Congress,7602249,2409,2013-02-06 13:45:31,"New Delhi, India"
Michael Barbaro,https://twitter.com/mikiebarb,"This graphic makes clear that China waited too long to shut down Wuhan. 
- On Jan 1st alone, the day after China alerted WHO about the virus, 175,000 people left Wuhan, many carrying the virus.
- 7 million  left in January, before travel was restricted. 
https://t.co/ZChbsTnHtb",,1241787856135340032,,,214,2020-03-23 02:04:30,2799,1624,1,282545479,Host of The Daily.,284395,1709,2011-04-15 20:18:28,"New York, NY"
George Conway,https://twitter.com/gtconway3d,"This graphically presented analysis makes clear that, by the time the US banned travel of non-Americans from China at the end of January, the virus had already spread here and around the world. https://t.co/ISeHQnQrIk",,1241789671551774720,,,102,2020-03-23 02:11:43,2790,1056,0,471677441,"Lawyer. Contributing columnist, @WashingtonPost. Aspiring to become an all-Corgi feed.",1781619,1479,2012-01-23 12:23:10,
IB ,https://twitter.com/incarceratedbob,"This happened last month , Harvard Professor (Charles Lieber) arrested for taking $50,000 in payments weekly to setup chemical/biological ¡°Research¡± lab in China ... two associates also arrested ; guess where the lab was ",,1238620579453943808,,,135,2020-03-14 08:18:53,1494,846,0,38642509,"""All Gas , No Brake"" #GamblingTwitter #FantasyFootball #Stocks #FreePicks ",147300,5360,2009-05-08 18:44:41,IncarceratedBob2@Gmail.com
Chris Matthews,https://twitter.com/HardballChris,"This is @JoeBiden's strongest night. Good answer on the Coronavirus. ¡°What I would do immediately is restore the funding Trump cut. I would be on the phone with China making it clear you have to be open. I¡¯m the only one on this stage that¡¯s dealt with these world leaders.""",,1232492752862109696,,,156,2020-02-26 10:29:05,2632,556,1,48802204,"Author, journalist, hosted Hardball on MSNBC for 20 years. ¡°This Country¡± coming June 2021.",960842,378,2009-06-20 03:29:58,Washington D.C.
Brendan Carr,https://twitter.com/BrendanCarrFCC,"This is Communist China¡¯s embassy in DC.

We should rename this street ¡°Dr. Li Wenliang Way.¡± 

He was the hero doctor that tried to warn the world about Covid in 2019 before the regime silenced him. They chose propaganda over truth &amp; fanned the spread of Covid.

RT if you agree! https://t.co/drhx13bg6K",,1256259398109990914,['http://pbs.twimg.com/media/EW8hQepWkAAd2uE.jpg'],,165,2020-05-02 00:29:15,1790,912,1,2651190312,"Commissioner - Federal Communications Commission. 1A; 2A; heck, all the As + lots of 5G. Dad to 3 boys. Husband. Previously, General Counsel of the FCC.",31806,2200,2014-07-16 22:23:50,Washington DC
Ben Norton,https://twitter.com/BenjaminNorton,"This is HUGE, absolutely bombshell: Scientists in Spain have found traces of Covid-19 in water samples in Barcelona from March 12, 2019, several months before China had cases.

This is more evidence suggesting the coronavirus did not originate in China https://t.co/1uBz0HjXEd",,1276916832541249539,,,176,2020-06-28 00:34:31,2555,1620,1,852269288,Journalist / periodista || Assistant editor of @TheGrayzoneNews (https://t.co/bwJpzOf8Jp) || Producer of @Moderate_Rebels podcast || English / espa_ol,146414,492,2012-09-29 13:05:50,
Richard Burgon MP,https://twitter.com/RichardBurgon,"This is a Trump-style attempt to divert blame from the UK government's failures.

A World Health Organization report says China ""rolled out perhaps the most ambitious, agile &amp; aggressive disease containment effort in history""

We haven't even sorted out enough tests for NHS staff https://t.co/r2QYQzp144",,1244043022297370626,['http://pbs.twimg.com/media/EUO6h6aWoAEwZel.jpg'],,3204,2020-03-29 07:25:44,5344,2323,1,545081356,Labour MP for East Leeds. Leeds born and bred. Secretary of the Socialist Campaign Group of Labour MPs,124819,2063,2012-04-04 20:16:05,"Leeds, West Yorkshire"
Chris Hayes,https://twitter.com/chrislhayes,"This is a a very obvious point and has been obvious from the beginning but as the global picture fills in over time, there is *absolutely* no fricking way China only had 3300 fatalities from this virus.",,1249876189616971778,,,5849,2020-04-14 09:44:39,93925,12786,1,4207961,"Dad to Ryan, David and Anya
Proud husband of @kateashaw1
Host of @allinwithchris on MSNBC, weeknights at 8pm. 
#WITHPod Host
Cubs fan
Insta: chrislhayes",2408903,1353,2007-04-12 00:43:58,Brooklyn
Comfortably Smug,https://twitter.com/ComfortablySmug,"This is a completely insane headline from the New York Times

https://t.co/eXq9F65rwy",,1359122091010895877,,,465,2021-02-09 20:48:52,4661,971,0,17060573,"My Interests: Finance, Whiskey, Politics, Books, Food, Meeting Strangers
#altcenter",208404,5970,2008-10-30 13:18:03,"New York, New York"
Gordon G. Chang,https://twitter.com/GordonGChang,"This is a decisive moment in the history of the American republic. #China has deliberately infected our country with #coronavirus, killing tens of thousands of our citizens. Will we unite to defend ourselves with all we got? #Unite",,1261734802723667970,,,158,2020-05-17 03:06:33,2169,894,0,151930383,,146918,900,2010-06-05 00:23:14,
"Dr. David Samadi, MD",https://twitter.com/drdavidsamadi,This is a photo from a party going on in Wuhan over the weekend. https://t.co/LRyrXfZ0vu,,1340622211586134016,['http://pbs.twimg.com/media/EprYyo1W8AA3k4n.jpg'],,627,2020-12-20 19:36:57,9853,4085,1,25816369,Tweets represent my own views. Follow my Instagram @DrDavidSamadi. #RoboticSurgery. Expert in https://t.co/QK3ifWiRPB @newsmax contributor,326777,3941,2009-03-22 21:19:49,"Manhattan, New York"
Ted Cruz,https://twitter.com/tedcruz,"This is a serious problem. As the current crisis illustrates, we should NOT be dependent on China for life-saving medicines. We can¡¯t keep giving China that economic/military weapon. We need domestic capacity, made in the USA, to protect American lives.  https://t.co/XMmNHkurhM",,1237787500611088385,,,1359,2020-03-12 01:08:31,22361,6292,1,23022687,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate.",4301914,5481,2009-03-06 11:20:20,"Houston, Texas"
Nectar Gan,https://twitter.com/Nectar_Gan,"This is beyond shocking

China shut down the lab that published the world¡¯s first genome sequence of the #coronavirus last month, barring its scientists from finding ways to contain the outbreak

Their only crime? Publishing the sequence before authorities https://t.co/dvYuTZpCtO",,1233449787069911040,,,306,2020-02-29 01:52:00,9603,7602,1,839227825,"Digital journalist @cnni, covering Asia. Formerly @SCMPNews. Tips to nectar.gan@cnn.com",15034,2066,2012-09-22 14:31:55,Hong Kong
Andrew Lawton,https://twitter.com/AndrewLawton,"This is big. A leaked intelligence report says China lied about coronavirus¡¯s origin ¡ª and Canada knew about it while government officials were defending China, and in Health Minister Patty Hajdu¡¯s words, offering ¡°praise¡± to China¡¯s handling of the virus. https://t.co/tD0WofHQuP",,1256572605164896257,,,218,2020-05-02 21:13:49,1927,1329,1,19472876,"Host, The Andrew Lawton Show | Columnist | Speaker | Attempted politician | Fellow and Journalist, @TrueNorthCentre",29518,1312,2009-01-25 09:30:35,"London, Canada"
ERIC QUACH ,https://twitter.com/EricQuachSpeaks,"This is damn not okay &amp; we must stop it.

This is a video of an Asian kid getting assaulted on a Philadelphia subway train this week.

I understand #coronavirus #COVID19 came from China, but that gives people 0 excuse for their racist &amp; zenophobic behavior.https://t.co/d7WUYBjTq5",,1235996660938891264,,,264,2020-03-07 02:32:22,829,321,0,1.14471E+18,Director @HumanityForYang for @AndrewYang / Tech Product Manager / Alum @UCBerkeley / #Photographer,9417,3648,2019-06-29 05:09:22,
Benny,https://twitter.com/bennyjohnson,"This is exactly why President Trump has stopped holding these briefings.

Why do these reporters still not understand that Coronavirus came from China and spread all over the world because of their lies?

This isn¡¯t hard. https://t.co/PyrS28m2cN",,1259957551833198592,['http://pbs.twimg.com/ext_tw_video_thumb/1259957344571621377/pu/img/iFZVlZB0Qd5FYEEf.jpg'],https://twitter.com/bennyjohnson/status/1259957551833198592/video/1,415,2020-05-12 05:24:23,2470,731,1,15212187,"Love my Family, God and Pipe Tobacco; not necessarily in that order. @tpusa Chief Creative Officer - HOST - The Benny Report @newsmax",317928,1838,2008-06-24 05:33:20,WashingtonDC/ New York City
Manish Mundra,https://twitter.com/ManMundra,This is going to happen to #China an opportunity for #India. Let India be the global manufacturing hub and global service provider. Let¡¯s challenge China!!! #coronavirus https://t.co/iqh1IUCs0g,,1248382980424257546,['http://pbs.twimg.com/media/EVMlsslUEAEY3sZ.jpg'],,146,2020-04-10 06:51:11,4550,1321,1,22355311,"Dreamer, Film Maker, Writer, Painter, Wildlife Photographer. @drishyamfilms AnkhonDekhi/Masaan/Waiting/Dhanak/Newton/Rukh/Kaamyaab https://t.co/gqFl5y8cVB",123826,6248,2009-03-01 19:38:32,
